district,location,rooms,area,floor,total_floors,price,area_per_room
Xətai,Əhmədli,3.0,100.0,2.0,16.0,212000.0,33.333333333333336
Xətai,Ağ Şəhər,3.0,118.0,11.0,11.0,590000.0,39.333333333333336
Xətai,Əhmədli,2.0,58.0,4.0,17.0,125000.0,29.0
Xətai,Ağ Şəhər,3.0,132.0,8.0,8.0,503000.0,44.0
Xətai,Köhnə Günəşli,3.0,75.0,15.0,16.0,118000.0,25.0
Xətai,Ağ Şəhər,2.0,57.0,9.0,19.0,293000.0,28.5
Xətai,Köhnə Günəşli,3.0,82.0,2.0,16.0,169000.0,27.333333333333332
Xətai,Ağ Şəhər,4.0,145.0,6.0,7.0,691000.0,36.25
Xətai,Əhmədli,3.0,75.0,16.0,17.0,186000.0,25.0
Xətai,Ağ Şəhər,4.0,163.0,4.0,9.0,876000.0,40.75
Xətai,Ağ Şəhər,3.0,132.0,4.0,9.0,624000.0,44.0
Xətai,Əhmədli,4.0,164.0,2.0,11.0,430000.0,41.0
Xətai,Ağ Şəhər,2.0,62.0,13.0,19.0,283000.0,31.0
Xətai,Əhmədli,3.0,70.0,12.0,14.0,166000.0,23.333333333333332
Xətai,Ağ Şəhər,4.0,160.0,15.0,17.0,655000.0,40.0
Xətai,Ağ Şəhər,4.0,168.0,2.0,16.0,652500.0,42.0
Xətai,Əhmədli,2.0,72.0,6.0,15.0,191000.0,36.0
Xətai,Əhmədli,2.0,81.0,2.0,14.0,168000.0,40.5
Xətai,Ağ Şəhər,3.0,138.0,5.0,20.0,747000.0,46.0
Xətai,Əhmədli,3.0,101.0,5.0,9.0,202000.0,33.666666666666664
Xətai,Əhmədli,3.0,100.0,2.0,14.0,270000.0,33.333333333333336
Xətai,Köhnə Günəşli,3.0,77.0,3.0,7.0,193000.0,25.666666666666668
Xətai,Köhnə Günəşli,4.0,107.0,1.0,9.0,271000.0,26.75
Xətai,Köhnə Günəşli,3.0,70.0,3.0,5.0,169000.0,23.333333333333332
Xətai,Ağ Şəhər,4.0,153.0,7.0,8.0,1021000.0,38.25
Xətai,Ağ Şəhər,4.0,132.0,12.0,20.0,798000.0,33.0
Xətai,Ağ Şəhər,2.0,64.0,6.0,17.0,303000.0,32.0
Xətai,Köhnə Günəşli,3.0,74.0,5.0,16.0,186000.0,24.666666666666668
Xətai,Köhnə Günəşli,3.0,79.0,15.0,16.0,138000.0,26.333333333333332
Xətai,Əhmədli,2.0,71.0,9.0,15.0,169000.0,35.5
Xətai,Ağ Şəhər,3.0,121.0,16.0,17.0,451000.0,40.333333333333336
Xətai,Əhmədli,3.0,80.0,7.0,11.0,175000.0,26.666666666666668
Xətai,Ağ Şəhər,4.0,169.0,19.0,20.0,728000.0,42.25
Xətai,Köhnə Günəşli,2.0,64.0,5.0,5.0,140000.0,32.0
Xətai,Köhnə Günəşli,3.0,94.0,4.0,16.0,214000.0,31.333333333333332
Xətai,Ağ Şəhər,3.0,142.0,11.0,18.0,672000.0,47.333333333333336
Xətai,Əhmədli,3.0,102.0,4.0,11.0,229000.0,34.0
Xətai,Köhnə Günəşli,3.0,76.0,4.0,7.0,175000.0,25.333333333333332
Xətai,Əhmədli,4.0,164.0,5.0,11.0,403000.0,41.0
Xətai,Əhmədli,3.0,84.0,9.0,16.0,196000.0,28.0
Xətai,Əhmədli,3.0,83.0,1.0,14.0,189000.0,27.666666666666668
Xətai,Əhmədli,2.0,69.0,1.0,14.0,148000.0,34.5
Xətai,Köhnə Günəşli,3.0,80.0,1.0,7.0,147000.0,26.666666666666668
Xətai,Ağ Şəhər,3.0,123.0,15.0,16.0,638000.0,41.0
Xətai,Köhnə Günəşli,2.0,52.0,2.0,9.0,115000.0,26.0
Xətai,Əhmədli,3.0,110.0,10.0,11.0,301000.0,36.666666666666664
Xətai,Əhmədli,3.0,116.0,7.0,9.0,362000.0,38.666666666666664
Xətai,Əhmədli,4.0,166.0,8.0,11.0,430000.0,41.5
Xətai,Əhmədli,3.0,141.0,8.0,15.0,392000.0,47.0
Xətai,Əhmədli,3.0,120.0,6.0,11.0,308000.0,40.0
Xətai,Əhmədli,3.0,128.0,7.0,9.0,342000.0,42.666666666666664
Xətai,Köhnə Günəşli,3.0,63.0,7.0,12.0,130000.0,21.0
Xətai,Əhmədli,2.0,85.0,13.0,15.0,141500.0,42.5
Xətai,Ağ Şəhər,2.0,67.0,1.0,11.0,239000.0,33.5
Xətai,Ağ Şəhər,3.0,127.0,2.0,6.0,627000.0,42.333333333333336
Xətai,Əhmədli,4.0,169.0,5.0,17.0,359000.0,42.25
Xətai,Əhmədli,3.0,92.0,7.0,11.0,220000.0,30.666666666666668
Xətai,Köhnə Günəşli,2.0,65.0,2.0,5.0,151000.0,32.5
Xətai,Əhmədli,3.0,119.0,2.0,16.0,269000.0,39.666666666666664
Xətai,Əhmədli,3.0,123.0,1.0,9.0,194000.0,41.0
Xətai,Əhmədli,2.0,76.0,4.0,15.0,217000.0,38.0
Xətai,Ağ Şəhər,4.0,128.0,5.0,20.0,501000.0,32.0
Xətai,Əhmədli,3.0,86.0,1.0,10.0,177000.0,28.666666666666668
Xətai,Əhmədli,4.0,159.0,10.0,10.0,333000.0,39.75
Xətai,Ağ Şəhər,4.0,152.0,6.0,9.0,778000.0,38.0
Xətai,Ağ Şəhər,3.0,127.0,19.0,20.0,600000.0,42.333333333333336
Xətai,Əhmədli,3.0,88.0,16.0,17.0,177500.0,29.333333333333332
Xətai,Əhmədli,3.0,82.0,4.0,14.0,171000.0,27.333333333333332
Xətai,Ağ Şəhər,4.0,144.0,14.0,17.0,825000.0,36.0
Xətai,Ağ Şəhər,4.0,160.0,11.0,16.0,614000.0,40.0
Xətai,Köhnə Günəşli,3.0,68.0,1.0,5.0,123000.0,22.666666666666668
Xətai,Əhmədli,3.0,76.0,5.0,16.0,138000.0,25.333333333333332
Xətai,Əhmədli,3.0,109.0,11.0,11.0,216000.0,36.333333333333336
Xətai,Köhnə Günəşli,3.0,74.0,1.0,16.0,181000.0,24.666666666666668
Xətai,Köhnə Günəşli,2.0,58.0,2.0,5.0,118500.0,29.0
Xətai,Əhmədli,2.0,63.0,11.0,14.0,139000.0,31.5
Xətai,Əhmədli,3.0,122.0,12.0,17.0,329000.0,40.666666666666664
Xətai,Əhmədli,3.0,117.0,5.0,11.0,284000.0,39.0
Xətai,Əhmədli,4.0,144.0,15.0,15.0,406000.0,36.0
Xətai,Əhmədli,2.0,72.0,5.0,17.0,157000.0,36.0
Xətai,Əhmədli,2.0,61.0,8.0,11.0,142000.0,30.5
Xətai,Köhnə Günəşli,2.0,61.0,6.0,9.0,136000.0,30.5
Xətai,Köhnə Günəşli,3.0,67.0,14.0,16.0,122000.0,22.333333333333332
Xətai,Əhmədli,2.0,71.0,5.0,10.0,132000.0,35.5
Xətai,Ağ Şəhər,4.0,163.0,17.0,19.0,626000.0,40.75
Xətai,Köhnə Günəşli,3.0,77.0,4.0,5.0,156000.0,25.666666666666668
Xətai,Ağ Şəhər,4.0,181.0,6.0,7.0,1020000.0,45.25
Xətai,Əhmədli,3.0,114.0,9.0,10.0,333000.0,38.0
Xətai,Əhmədli,3.0,122.0,1.0,10.0,297000.0,40.666666666666664
Xətai,Ağ Şəhər,3.0,143.0,3.0,7.0,627000.0,47.666666666666664
Xətai,Ağ Şəhər,3.0,120.0,10.0,11.0,525500.0,40.0
Xətai,Əhmədli,3.0,126.0,12.0,14.0,322000.0,42.0
Xətai,Köhnə Günəşli,3.0,77.0,8.0,16.0,172000.0,25.666666666666668
Xətai,Əhmədli,3.0,96.0,3.0,17.0,257500.0,32.0
Xətai,Əhmədli,3.0,78.0,1.0,15.0,176000.0,26.0
Xətai,Əhmədli,3.0,95.0,13.0,16.0,238000.0,31.666666666666668
Xətai,Köhnə Günəşli,3.0,70.0,1.0,12.0,151000.0,23.333333333333332
Xətai,Köhnə Günəşli,2.0,71.0,6.0,9.0,117000.0,35.5
Xətai,Ağ Şəhər,2.0,61.0,6.0,17.0,230000.0,30.5
Xətai,Ağ Şəhər,4.0,176.0,2.0,18.0,1000000.0,44.0
Xətai,Köhnə Günəşli,3.0,76.0,3.0,5.0,206000.0,25.333333333333332
Xətai,Köhnə Günəşli,3.0,67.0,4.0,16.0,157000.0,22.333333333333332
Xətai,Köhnə Günəşli,3.0,73.0,1.0,9.0,155500.0,24.333333333333332
Xətai,Ağ Şəhər,4.0,163.0,5.0,19.0,983000.0,40.75
Xətai,Köhnə Günəşli,2.0,53.0,3.0,5.0,105000.0,26.5
Xətai,Köhnə Günəşli,2.0,70.0,6.0,9.0,130000.0,35.0
Xətai,Ağ Şəhər,3.0,100.0,12.0,18.0,587000.0,33.333333333333336
Xətai,Ağ Şəhər,3.0,131.0,6.0,7.0,509000.0,43.666666666666664
Xətai,Ağ Şəhər,4.0,158.0,3.0,7.0,961000.0,39.5
Xətai,Köhnə Günəşli,4.0,104.0,5.0,5.0,195500.0,26.0
Xətai,Əhmədli,4.0,147.0,10.0,15.0,354000.0,36.75
Xətai,Köhnə Günəşli,3.0,71.0,1.0,5.0,176000.0,23.666666666666668
Xətai,Ağ Şəhər,3.0,107.0,2.0,7.0,609000.0,35.666666666666664
Xətai,Ağ Şəhər,3.0,110.0,1.0,7.0,372000.0,36.666666666666664
Xətai,Köhnə Günəşli,2.0,54.0,7.0,7.0,105000.0,27.0
Xətai,Köhnə Günəşli,4.0,117.0,7.0,9.0,275000.0,29.25
Xətai,Əhmədli,3.0,82.0,4.0,16.0,220000.0,27.333333333333332
Xətai,Köhnə Günəşli,3.0,81.0,8.0,16.0,183000.0,27.0
Xətai,Əhmədli,3.0,110.0,5.0,15.0,255000.0,36.666666666666664
Xətai,Əhmədli,2.0,78.0,5.0,10.0,158000.0,39.0
Xətai,Köhnə Günəşli,3.0,89.0,11.0,16.0,187000.0,29.666666666666668
Xətai,Əhmədli,3.0,88.0,15.0,16.0,230000.0,29.333333333333332
Xətai,Əhmədli,3.0,102.0,1.0,15.0,196000.0,34.0
Xətai,Əhmədli,3.0,76.0,3.0,10.0,197000.0,25.333333333333332
Xətai,Əhmədli,3.0,90.0,12.0,15.0,231000.0,30.0
Xətai,Ağ Şəhər,3.0,133.0,1.0,7.0,504000.0,44.333333333333336
Xətai,Köhnə Günəşli,3.0,73.0,6.0,16.0,122000.0,24.333333333333332
Xəzər,Buzovna,1.0,48.0,1.0,3.0,75000.0,48.0
Xəzər,Buzovna,5.0,115.0,4.0,5.0,143000.0,23.0
Xəzər,Binə,2.0,64.0,1.0,2.0,101500.0,32.0
Xəzər,Binə,3.0,77.0,1.0,2.0,113500.0,25.666666666666668
Xəzər,Binə,2.0,75.0,1.0,4.0,81500.0,37.5
Xəzər,Binə,4.0,123.0,1.0,4.0,185500.0,30.75
Xəzər,Buzovna,5.0,134.0,3.0,3.0,225500.0,26.8
Xəzər,Buzovna,4.0,131.0,3.0,3.0,160000.0,32.75
Xəzər,Buzovna,4.0,100.0,1.0,3.0,150000.0,25.0
Xəzər,Buzovna,4.0,105.0,3.0,4.0,176500.0,26.25
Xəzər,Binə,4.0,126.0,1.0,2.0,162000.0,31.5
Xəzər,Binə,3.0,95.0,3.0,3.0,95000.0,31.666666666666668
Xəzər,Binə,1.0,45.0,3.0,5.0,39000.0,45.0
Xəzər,Mərdəkan,3.0,110.0,2.0,4.0,230500.0,36.666666666666664
Xəzər,Binə,4.0,114.0,2.0,3.0,124500.0,28.5
Xəzər,Mərdəkan,3.0,112.0,4.0,5.0,219500.0,37.333333333333336
Xəzər,Binə,5.0,118.0,1.0,5.0,158500.0,23.6
Xəzər,Mərdəkan,2.0,55.0,4.0,5.0,81000.0,27.5
Xəzər,Binə,3.0,89.0,1.0,4.0,108500.0,29.666666666666668
Xəzər,Buzovna,3.0,92.0,3.0,5.0,123500.0,30.666666666666668
Xəzər,Buzovna,3.0,91.0,2.0,5.0,129000.0,30.333333333333332
Xəzər,Mərdəkan,2.0,85.0,5.0,5.0,107000.0,42.5
Xəzər,Binə,2.0,75.0,2.0,2.0,73000.0,37.5
Xəzər,Binə,3.0,79.0,1.0,3.0,74500.0,26.333333333333332
Xəzər,Binə,3.0,64.0,1.0,3.0,98000.0,21.333333333333332
Xəzər,Mərdəkan,2.0,78.0,4.0,5.0,125500.0,39.0
Xəzər,Mərdəkan,3.0,110.0,4.0,4.0,237500.0,36.666666666666664
Xəzər,Binə,4.0,113.0,1.0,2.0,114500.0,28.25
Xəzər,Binə,3.0,74.0,1.0,3.0,61000.0,24.666666666666668
Xəzər,Binə,4.0,140.0,1.0,4.0,178500.0,35.0
Xəzər,Binə,3.0,94.0,3.0,3.0,151000.0,31.333333333333332
Xəzər,Binə,3.0,86.0,1.0,3.0,98500.0,28.666666666666668
Xəzər,Binə,3.0,63.0,1.0,2.0,79000.0,21.0
Xəzər,Mərdəkan,2.0,57.0,3.0,3.0,79000.0,28.5
Xəzər,Buzovna,2.0,62.0,2.0,3.0,118500.0,31.0
Xəzər,Binə,3.0,94.0,1.0,2.0,135500.0,31.333333333333332
Xəzər,Binə,3.0,73.0,1.0,5.0,84500.0,24.333333333333332
Xəzər,Binə,3.0,89.0,4.0,4.0,133500.0,29.666666666666668
Xəzər,Binə,2.0,75.0,1.0,2.0,102000.0,37.5
Xəzər,Binə,3.0,92.0,1.0,3.0,152000.0,30.666666666666668
Xəzər,Binə,2.0,64.0,1.0,2.0,63500.0,32.0
Xəzər,Mərdəkan,3.0,102.0,1.0,5.0,178500.0,34.0
Xəzər,Binə,3.0,93.0,3.0,4.0,105500.0,31.0
Xəzər,Binə,3.0,79.0,3.0,5.0,105000.0,26.333333333333332
Xəzər,Binə,3.0,66.0,1.0,2.0,81500.0,22.0
Xəzər,Binə,2.0,47.0,2.0,3.0,44500.0,23.5
Xəzər,Buzovna,3.0,94.0,5.0,5.0,143000.0,31.333333333333332
Xəzər,Mərdəkan,2.0,87.0,1.0,3.0,113500.0,43.5
Xəzər,Mərdəkan,4.0,104.0,3.0,4.0,200500.0,26.0
Xəzər,Mərdəkan,2.0,85.0,4.0,4.0,161000.0,42.5
Xəzər,Mərdəkan,2.0,85.0,3.0,4.0,86500.0,42.5
Xəzər,Binə,2.0,53.0,3.0,3.0,72000.0,26.5
Xəzər,Buzovna,2.0,85.0,2.0,5.0,112500.0,42.5
Xəzər,Mərdəkan,3.0,74.0,2.0,4.0,94500.0,24.666666666666668
Xəzər,Binə,4.0,140.0,2.0,2.0,156000.0,35.0
Xəzər,Buzovna,3.0,110.0,2.0,4.0,192500.0,36.666666666666664
Xəzər,Mərdəkan,5.0,142.0,1.0,4.0,250000.0,28.4
Xəzər,Mərdəkan,4.0,121.0,2.0,5.0,187000.0,30.25
Xəzər,Mərdəkan,2.0,47.0,2.0,4.0,95500.0,23.5
Xəzər,Mərdəkan,2.0,59.0,1.0,3.0,98500.0,29.5
Xəzər,Binə,2.0,47.0,3.0,4.0,76500.0,23.5
Xəzər,Binə,5.0,144.0,1.0,4.0,159000.0,28.8
Xəzər,Binə,5.0,126.0,1.0,2.0,184500.0,25.2
Xəzər,Binə,4.0,112.0,2.0,2.0,162500.0,28.0
Xəzər,Binə,4.0,85.0,2.0,3.0,94500.0,21.25
Xəzər,Mərdəkan,5.0,160.0,1.0,5.0,300000.0,32.0
Xəzər,Binə,2.0,58.0,4.0,4.0,76500.0,29.0
Xəzər,Buzovna,2.0,76.0,2.0,4.0,136000.0,38.0
Xəzər,Binə,3.0,60.0,3.0,4.0,77000.0,20.0
Xəzər,Mərdəkan,3.0,85.0,4.0,4.0,167500.0,28.333333333333332
Xəzər,Binə,3.0,70.0,2.0,2.0,91500.0,23.333333333333332
Xəzər,Binə,5.0,125.0,2.0,4.0,186000.0,25.0
Xəzər,Binə,1.0,50.0,2.0,2.0,50500.0,50.0
Xəzər,Mərdəkan,3.0,90.0,1.0,3.0,197500.0,30.0
Xəzər,Binə,4.0,134.0,2.0,2.0,145000.0,33.5
Xəzər,Mərdəkan,3.0,94.0,3.0,3.0,176000.0,31.333333333333332
Xəzər,Binə,2.0,59.0,4.0,4.0,89000.0,29.5
Xəzər,Buzovna,5.0,138.0,3.0,3.0,260000.0,27.6
Xəzər,Buzovna,4.0,135.0,4.0,4.0,219500.0,33.75
Xəzər,Binə,2.0,54.0,2.0,3.0,64500.0,27.0
Xəzər,Mərdəkan,2.0,54.0,2.0,3.0,90000.0,27.0
Xəzər,Mərdəkan,2.0,71.0,4.0,4.0,96000.0,35.5
Xəzər,Binə,3.0,61.0,4.0,5.0,66000.0,20.333333333333332
Xəzər,Binə,3.0,86.0,2.0,3.0,96000.0,28.666666666666668
Xəzər,Buzovna,1.0,50.0,4.0,5.0,75000.0,50.0
Xəzər,Mərdəkan,4.0,134.0,1.0,5.0,251500.0,33.5
Xəzər,Buzovna,1.0,60.0,2.0,4.0,108000.0,60.0
Xəzər,Binə,2.0,55.0,2.0,3.0,66500.0,27.5
Xəzər,Mərdəkan,3.0,113.0,3.0,4.0,165000.0,37.666666666666664
Xəzər,Binə,3.0,82.0,3.0,3.0,68000.0,27.333333333333332
Xəzər,Mərdəkan,5.0,145.0,3.0,3.0,218000.0,29.0
Xəzər,Binə,3.0,73.0,3.0,5.0,109000.0,24.333333333333332
Xəzər,Binə,3.0,67.0,2.0,3.0,54500.0,22.333333333333332
Xəzər,Mərdəkan,3.0,89.0,2.0,4.0,137500.0,29.666666666666668
Xəzər,Buzovna,3.0,81.0,3.0,5.0,160500.0,27.0
Xəzər,Mərdəkan,4.0,131.0,2.0,3.0,260500.0,32.75
Xəzər,Buzovna,2.0,75.0,1.0,4.0,131000.0,37.5
Xəzər,Mərdəkan,2.0,68.0,4.0,5.0,119500.0,34.0
Xəzər,Buzovna,4.0,136.0,4.0,4.0,222000.0,34.0
Xəzər,Mərdəkan,3.0,85.0,1.0,3.0,166500.0,28.333333333333332
Xəzər,Buzovna,4.0,131.0,4.0,5.0,182000.0,32.75
Xəzər,Buzovna,2.0,70.0,2.0,3.0,112500.0,35.0
Xəzər,Binə,4.0,129.0,1.0,4.0,161500.0,32.25
Xəzər,Binə,4.0,116.0,3.0,3.0,161500.0,29.0
Xəzər,Buzovna,1.0,49.0,2.0,3.0,75000.0,49.0
Xəzər,Binə,3.0,90.0,4.0,4.0,127000.0,30.0
Xəzər,Binə,3.0,79.0,2.0,4.0,78500.0,26.333333333333332
Xəzər,Binə,4.0,133.0,1.0,3.0,164000.0,33.25
Xəzər,Binə,3.0,93.0,1.0,4.0,126500.0,31.0
Xəzər,Binə,3.0,79.0,1.0,2.0,73500.0,26.333333333333332
Xəzər,Mərdəkan,3.0,109.0,3.0,3.0,234500.0,36.333333333333336
Xəzər,Binə,1.0,44.0,4.0,5.0,55000.0,44.0
Xəzər,Binə,1.0,50.0,1.0,2.0,69500.0,50.0
Xəzər,Binə,3.0,63.0,1.0,3.0,90500.0,21.0
Xəzər,Binə,2.0,62.0,5.0,5.0,74000.0,31.0
Xəzər,Mərdəkan,3.0,93.0,4.0,4.0,161500.0,31.0
Xəzər,Buzovna,3.0,81.0,3.0,3.0,108500.0,27.0
Xəzər,Buzovna,2.0,60.0,1.0,5.0,75000.0,30.0
Xəzər,Binə,3.0,90.0,1.0,4.0,100000.0,30.0
Xəzər,Mərdəkan,4.0,124.0,3.0,3.0,190500.0,31.0
Xəzər,Mərdəkan,3.0,107.0,2.0,3.0,165000.0,35.666666666666664
Xəzər,Binə,2.0,53.0,1.0,3.0,44500.0,26.5
Xəzər,Mərdəkan,3.0,101.0,4.0,4.0,149000.0,33.666666666666664
Xəzər,Buzovna,4.0,112.0,5.0,5.0,186000.0,28.0
Xəzər,Binə,1.0,48.0,3.0,4.0,35000.0,48.0
Xəzər,Binə,3.0,61.0,1.0,4.0,77500.0,20.333333333333332
Xəzər,Buzovna,4.0,112.0,3.0,3.0,195000.0,28.0
Xəzər,Mərdəkan,5.0,180.0,4.0,4.0,300000.0,36.0
Xəzər,Buzovna,4.0,116.0,4.0,4.0,194000.0,29.0
Xəzər,Mərdəkan,4.0,130.0,2.0,3.0,187000.0,32.5
Xəzər,Binə,2.0,69.0,5.0,5.0,76500.0,34.5
Xəzər,Buzovna,3.0,101.0,1.0,3.0,159500.0,33.666666666666664
Xəzər,Buzovna,3.0,103.0,1.0,3.0,161000.0,34.333333333333336
Xəzər,Binə,2.0,73.0,1.0,5.0,67500.0,36.5
Xəzər,Mərdəkan,2.0,45.0,4.0,5.0,75000.0,22.5
Xəzər,Mərdəkan,4.0,124.0,3.0,3.0,195000.0,31.0
Xəzər,Mərdəkan,2.0,90.0,4.0,4.0,161500.0,45.0
Xəzər,Binə,3.0,84.0,3.0,3.0,95500.0,28.0
Xəzər,Mərdəkan,2.0,71.0,3.0,4.0,82500.0,35.5
Xəzər,Mərdəkan,4.0,132.0,4.0,5.0,207500.0,33.0
Xəzər,Buzovna,3.0,110.0,4.0,5.0,170500.0,36.666666666666664
Xəzər,Mərdəkan,5.0,150.0,4.0,5.0,285000.0,30.0
Xəzər,Mərdəkan,2.0,75.0,4.0,5.0,142500.0,37.5
Xəzər,Mərdəkan,3.0,74.0,1.0,4.0,112000.0,24.666666666666668
Xəzər,Mərdəkan,2.0,51.0,1.0,4.0,123000.0,25.5
Xəzər,Buzovna,4.0,121.0,2.0,5.0,178000.0,30.25
Xəzər,Mərdəkan,2.0,84.0,4.0,5.0,143000.0,42.0
Xəzər,Mərdəkan,4.0,149.0,4.0,5.0,274000.0,37.25
Xəzər,Mərdəkan,4.0,150.0,1.0,5.0,283000.0,37.5
Xəzər,Binə,3.0,78.0,3.0,3.0,90500.0,26.0
Xəzər,Mərdəkan,4.0,140.0,2.0,3.0,239000.0,35.0
Xəzər,Binə,1.0,45.0,2.0,2.0,55500.0,45.0
Xəzər,Buzovna,2.0,68.0,2.0,5.0,82000.0,34.0
Xəzər,Binə,4.0,124.0,2.0,3.0,182000.0,31.0
Xəzər,Binə,3.0,89.0,1.0,4.0,141500.0,29.666666666666668
Xəzər,Mərdəkan,3.0,75.0,2.0,3.0,138500.0,25.0
Xəzər,Binə,5.0,154.0,4.0,4.0,220000.0,30.8
Xəzər,Binə,3.0,90.0,1.0,2.0,111500.0,30.0
Xəzər,Buzovna,5.0,128.0,3.0,3.0,200500.0,25.6
Xəzər,Binə,4.0,134.0,2.0,2.0,197000.0,33.5
Xəzər,Mərdəkan,2.0,67.0,3.0,3.0,110500.0,33.5
Xəzər,Binə,4.0,134.0,3.0,3.0,127000.0,33.5
Xəzər,Binə,3.0,83.0,1.0,3.0,122500.0,27.666666666666668
Xəzər,Binə,3.0,72.0,3.0,3.0,109500.0,24.0
Xəzər,Buzovna,5.0,163.0,2.0,3.0,260000.0,32.6
Xəzər,Mərdəkan,2.0,66.0,2.0,3.0,75000.0,33.0
Xəzər,Mərdəkan,2.0,88.0,4.0,5.0,161000.0,44.0
Xəzər,Binə,3.0,76.0,2.0,2.0,88000.0,25.333333333333332
Xəzər,Buzovna,4.0,118.0,3.0,3.0,181000.0,29.5
Xəzər,Binə,4.0,120.0,2.0,4.0,153000.0,30.0
Xəzər,Buzovna,3.0,94.0,4.0,5.0,116500.0,31.333333333333332
Xəzər,Binə,1.0,50.0,1.0,2.0,68500.0,50.0
Xəzər,Binə,3.0,94.0,5.0,5.0,121000.0,31.333333333333332
Xəzər,Mərdəkan,3.0,96.0,4.0,5.0,132000.0,32.0
Xəzər,Buzovna,2.0,69.0,2.0,3.0,93000.0,34.5
Xəzər,Buzovna,5.0,132.0,2.0,3.0,196500.0,26.4
Xəzər,Mərdəkan,5.0,178.0,3.0,3.0,300000.0,35.6
Xəzər,Buzovna,5.0,113.0,2.0,4.0,181500.0,22.6
Xəzər,Binə,4.0,120.0,3.0,3.0,132500.0,30.0
Xəzər,Binə,2.0,73.0,2.0,2.0,92500.0,36.5
Xəzər,Mərdəkan,3.0,76.0,3.0,3.0,82500.0,25.333333333333332
Xəzər,Binə,4.0,100.0,1.0,4.0,110000.0,25.0
Xəzər,Binə,4.0,118.0,1.0,2.0,161500.0,29.5
Xəzər,Mərdəkan,3.0,71.0,2.0,4.0,116500.0,23.666666666666668
Xəzər,Mərdəkan,4.0,137.0,3.0,5.0,275500.0,34.25
Xəzər,Mərdəkan,2.0,75.0,4.0,4.0,126500.0,37.5
Xəzər,Buzovna,5.0,114.0,2.0,3.0,187500.0,22.8
Xəzər,Binə,2.0,65.0,4.0,4.0,98000.0,32.5
Xəzər,Binə,3.0,87.0,1.0,2.0,120500.0,29.0
Xəzər,Buzovna,5.0,136.0,4.0,4.0,222500.0,27.2
Xəzər,Mərdəkan,2.0,65.0,3.0,5.0,91000.0,32.5
Xəzər,Buzovna,3.0,80.0,1.0,3.0,105500.0,26.666666666666668
Xəzər,Mərdəkan,3.0,73.0,1.0,5.0,149500.0,24.333333333333332
Xəzər,Buzovna,4.0,121.0,4.0,4.0,199500.0,30.25
Xəzər,Mərdəkan,3.0,87.0,3.0,3.0,147000.0,29.0
Xəzər,Binə,3.0,66.0,3.0,4.0,70000.0,22.0
Xəzər,Buzovna,4.0,130.0,5.0,5.0,241000.0,32.5
Xəzər,Buzovna,3.0,92.0,1.0,3.0,130000.0,30.666666666666668
Xəzər,Mərdəkan,2.0,56.0,3.0,3.0,106000.0,28.0
Xəzər,Binə,4.0,86.0,1.0,2.0,114000.0,21.5
Xəzər,Buzovna,2.0,64.0,3.0,5.0,122000.0,32.0
Xəzər,Buzovna,5.0,119.0,3.0,3.0,150000.0,23.8
Xəzər,Binə,3.0,91.0,4.0,5.0,100000.0,30.333333333333332
Xəzər,Mərdəkan,2.0,72.0,2.0,3.0,160000.0,36.0
Xəzər,Buzovna,3.0,94.0,1.0,3.0,158000.0,31.333333333333332
Xəzər,Binə,2.0,75.0,1.0,3.0,99000.0,37.5
Xəzər,Binə,2.0,60.0,2.0,5.0,69000.0,30.0
Xəzər,Buzovna,2.0,72.0,3.0,5.0,98000.0,36.0
Xəzər,Mərdəkan,2.0,46.0,1.0,4.0,82000.0,23.0
Xəzər,Buzovna,3.0,101.0,1.0,4.0,131000.0,33.666666666666664
Xəzər,Mərdəkan,2.0,84.0,3.0,4.0,117000.0,42.0
Xəzər,Mərdəkan,2.0,82.0,1.0,4.0,166000.0,41.0
Xəzər,Binə,2.0,55.0,1.0,3.0,55500.0,27.5
Xəzər,Buzovna,2.0,79.0,3.0,4.0,150500.0,39.5
Xəzər,Mərdəkan,2.0,54.0,2.0,4.0,90500.0,27.0
Xəzər,Binə,4.0,89.0,3.0,3.0,126500.0,22.25
Xəzər,Mərdəkan,4.0,123.0,5.0,5.0,268000.0,30.75
Xəzər,Mərdəkan,2.0,85.0,2.0,4.0,125500.0,42.5
Xəzər,Buzovna,4.0,145.0,1.0,4.0,232000.0,36.25
Xəzər,Binə,3.0,62.0,2.0,2.0,88500.0,20.666666666666668
Xəzər,Binə,4.0,139.0,2.0,2.0,160000.0,34.75
Xəzər,Buzovna,4.0,136.0,2.0,3.0,239500.0,34.0
Xəzər,Buzovna,5.0,138.0,2.0,3.0,233500.0,27.6
Xəzər,Buzovna,2.0,62.0,4.0,5.0,105000.0,31.0
Xəzər,Buzovna,2.0,66.0,4.0,4.0,96000.0,33.0
Xəzər,Buzovna,2.0,75.0,3.0,5.0,97500.0,37.5
Xəzər,Binə,3.0,78.0,2.0,4.0,79000.0,26.0
Xəzər,Buzovna,2.0,66.0,4.0,4.0,103500.0,33.0
Xəzər,Mərdəkan,2.0,80.0,3.0,4.0,130000.0,40.0
Xəzər,Mərdəkan,5.0,187.0,3.0,3.0,300000.0,37.4
Xəzər,Buzovna,1.0,49.0,1.0,3.0,77000.0,49.0
Xəzər,Binə,5.0,119.0,2.0,2.0,169500.0,23.8
Xəzər,Buzovna,3.0,108.0,3.0,3.0,176500.0,36.0
