district,location,rooms,area,floor,total_floors,price
nerimanov,boyuksor,2,83,10,16,316500
nerimanov,boyuksor,2,89,3,19,297500
nerimanov,boyuksor,3,133,6,13,545000
nerimanov,boyuksor,3,169,18,18,717500
nerimanov,boyuksor,5,220,10,18,767500
nerimanov,boyuksor,2,98,11,12,406000
nerimanov,boyuksor,3,100,13,16,328000
nerimanov,boyuksor,3,170,12,16,655500
nerimanov,boyuksor,4,165,2,17,425500
nerimanov,boyuksor,3,129,12,15,503000
nerimanov,boyuksor,3,156,13,18,640500
nerimanov,boyuksor,3,140,10,14,573500
nerimanov,boyuksor,3,150,9,19,596000
nerimanov,boyuksor,4,173,5,14,536000
nerimanov,boyuksor,5,184,15,15,541000
nerimanov,boyuksor,3,107,11,12,391000
nerimanov,boyuksor,3,154,9,15,584000
nerimanov,boyuksor,2,108,6,14,396000
nerimanov,boyuksor,3,94,15,18,410500
nerimanov,boyuksor,2,82,11,15,280500
nerimanov,boyuksor,3,105,15,18,403500
nerimanov,boyuksor,4,151,1,14,461000
nerimanov,boyuksor,3,106,14,16,361500
nerimanov,boyuksor,3,95,11,14,262500
nerimanov,boyuksor,2,95,8,13,345000
nerimanov,boyuksor,2,107,11,15,376500
nerimanov,boyuksor,2,82,14,15,275500
nerimanov,boyuksor,3,137,5,17,617000
nerimanov,boyuksor,5,208,10,14,673500
nerimanov,boyuksor,4,200,2,13,687000
nerimanov,boyuksor,2,97,8,14,275500
nerimanov,boyuksor,4,187,5,17,564000
nerimanov,boyuksor,4,168,8,13,573000
nerimanov,boyuksor,2,88,9,16,324000
nerimanov,boyuksor,5,189,10,12,651000
nerimanov,boyuksor,4,228,1,13,625500
nerimanov,boyuksor,2,114,10,18,314500
nerimanov,boyuksor,3,92,18,18,348000
nerimanov,boyuksor,3,151,6,13,515000
nerimanov,boyuksor,3,170,5,18,650500
nerimanov,boyuksor,2,101,11,18,258500
nerimanov,boyuksor,4,209,15,16,570000
nerimanov,boyuksor,5,180,10,12,596500
nerimanov,boyuksor,3,119,12,16,487000
nerimanov,boyuksor,3,100,3,12,359500
nerimanov,boyuksor,2,101,17,19,364000
nerimanov,boyuksor,2,100,7,18,300000
nerimanov,boyuksor,5,238,16,18,670500
nerimanov,boyuksor,4,153,1,18,385000
nerimanov,boyuksor,4,150,12,13,541000
nerimanov,boyuksor,3,138,5,14,528500
nerimanov,boyuksor,3,103,9,12,423500
nerimanov,boyuksor,4,208,9,12,583000
nerimanov,boyuksor,3,112,1,17,455000
nerimanov,boyuksor,2,96,16,16,313000
nerimanov,boyuksor,5,245,18,19,721000
nerimanov,boyuksor,4,190,2,18,604000
nerimanov,boyuksor,3,142,1,12,539000
nerimanov,boyuksor,3,141,6,15,652000
nerimanov,boyuksor,4,219,16,17,769000
nerimanov,boyuksor,3,150,3,14,602500
nerimanov,boyuksor,2,95,5,14,240000
nerimanov,boyuksor,3,156,6,15,534000
nerimanov,boyuksor,3,88,12,14,316500
nerimanov,boyuksor,3,152,3,13,507000
nerimanov,boyuksor,3,127,14,17,550000
nerimanov,boyuksor,3,145,5,16,629000
nerimanov,boyuksor,3,169,12,14,607000
nerimanov,boyuksor,4,228,15,16,667500
nerimanov,boyuksor,3,151,16,18,530000
nerimanov,boyuksor,2,111,4,14,389000
nerimanov,boyuksor,2,102,5,15,349000
nerimanov,boyuksor,3,118,18,18,408500
nerimanov,boyuksor,2,94,2,17,285000
nerimanov,boyuksor,2,103,6,18,366000
nerimanov,boyuksor,3,156,12,17,608000
nerimanov,boyuksor,3,140,7,18,627500
nerimanov,boyuksor,4,151,18,19,444500
nerimanov,boyuksor,4,224,7,19,780000
nerimanov,boyuksor,3,131,7,18,526000
nerimanov,boyuksor,4,193,16,19,638500
nerimanov,boyuksor,4,197,2,16,558000
nerimanov,boyuksor,4,178,4,19,576000
nerimanov,boyuksor,3,119,17,19,484000
nesimi,1ci mikrorayon,3,115,3,9,360000
nesimi,2ci mikrorayon,3,87,5,5,266500
nesimi,4cu mikrorayon,4,101,2,5,281500
nesimi,kubinka,3,100,17,17,378500
nesimi,1ci mikrorayon,1,42,3,5,143500
nesimi,1ci mikrorayon,2,72,9,16,245000
nesimi,1ci mikrorayon,4,145,2,5,360000
nesimi,5ci mikrorayon,2,45,2,5,153000
nesimi,1ci mikrorayon,3,111,4,5,323000
nesimi,5ci mikrorayon,2,57,5,5,170000
nesimi,3cu mikrorayon,3,111,4,5,390000
nesimi,4cu mikrorayon,3,84,2,9,212500
nesimi,4cu mikrorayon,4,103,2,5,299500
nesimi,4cu mikrorayon,2,50,3,16,118000
nesimi,3cu mikrorayon,3,113,1,18,387000
nesimi,kubinka,3,76,2,5,380000
nesimi,4cu mikrorayon,3,96,3,5,265500
nesimi,4cu mikrorayon,2,60,2,5,165500
nesimi,4cu mikrorayon,2,60,4,5,144500
nesimi,3cu mikrorayon,2,66,5,5,258500
nesimi,2ci mikrorayon,2,49,12,16,153000
nesimi,kubinka,3,102,1,5,348500
nesimi,5ci mikrorayon,2,68,2,5,274000
nesimi,3cu mikrorayon,3,96,14,17,339500
nesimi,1ci mikrorayon,4,119,7,9,360000
nesimi,kubinka,3,130,3,5,454500
nesimi,kubinka,5,155,2,16,701500
nesimi,5ci mikrorayon,4,117,3,9,410000
nesimi,4cu mikrorayon,1,45,5,5,120000
nesimi,kubinka,3,152,4,17,691000
nesimi,kubinka,2,55,1,5,244500
nesimi,1ci mikrorayon,3,132,2,5,360000
nesimi,kubinka,3,98,6,17,497000
nesimi,1ci mikrorayon,2,74,4,5,197000
nesimi,3cu mikrorayon,2,49,4,5,110000
nesimi,5ci mikrorayon,1,36,3,16,110000
nesimi,1ci mikrorayon,4,142,1,5,360000
nesimi,3cu mikrorayon,2,68,1,17,213000
nesimi,2ci mikrorayon,3,83,2,9,194500
nesimi,kubinka,3,91,6,16,276000
nesimi,5ci mikrorayon,2,48,3,5,153000
nesimi,3cu mikrorayon,2,46,2,16,161500
nesimi,4cu mikrorayon,4,96,2,9,288500
nesimi,kubinka,2,82,4,5,294000
nesimi,kubinka,2,76,12,16,398000
nesimi,kubinka,3,152,19,24,659500
nesimi,1ci mikrorayon,4,141,2,5,360000
nesimi,1ci mikrorayon,2,69,11,16,230500
nesimi,5ci mikrorayon,4,139,2,17,371000
nesimi,5ci mikrorayon,2,54,1,16,153500
nesimi,4cu mikrorayon,2,71,7,16,146500
nesimi,kubinka,3,132,11,16,575000
nesimi,kubinka,2,79,15,17,325000
nesimi,1ci mikrorayon,2,56,4,5,135500
nesimi,kubinka,4,115,10,24,377000
nesimi,kubinka,4,152,8,16,501500
nesimi,1ci mikrorayon,2,52,12,16,146500
nesimi,kubinka,3,96,5,5,433500
nesimi,kubinka,3,120,11,24,530000
nesimi,1ci mikrorayon,3,87,4,5,245000
nesimi,4cu mikrorayon,3,66,3,16,197000
nesimi,5ci mikrorayon,2,57,11,16,159000
nesimi,2ci mikrorayon,2,58,14,19,192500
nesimi,4cu mikrorayon,3,71,5,5,245500
nesimi,kubinka,3,82,18,24,392000
nesimi,4cu mikrorayon,3,96,12,17,246000
nesimi,1ci mikrorayon,2,64,2,5,217500
nesimi,3cu mikrorayon,2,65,3,5,226500
nesimi,4cu mikrorayon,4,117,3,5,309500
nesimi,2ci mikrorayon,2,47,2,5,169500
nesimi,4cu mikrorayon,2,57,5,5,160000
nesimi,3cu mikrorayon,2,68,8,9,218000
nesimi,3cu mikrorayon,2,59,4,5,178000
nesimi,4cu mikrorayon,4,86,4,5,230000
nesimi,1ci mikrorayon,2,69,1,5,193000
nesimi,5ci mikrorayon,3,137,9,9,389500
nesimi,4cu mikrorayon,3,69,3,5,182500
nesimi,1ci mikrorayon,2,50,3,9,157000
nesimi,5ci mikrorayon,2,55,5,5,171500
nesimi,3cu mikrorayon,1,30,16,16,115500
nesimi,4cu mikrorayon,2,48,3,9,144000
nesimi,1ci mikrorayon,3,137,2,5,360000
nesimi,kubinka,2,57,15,16,183500
nesimi,1ci mikrorayon,2,71,1,9,210500
nesimi,kubinka,3,99,2,16,548500
nesimi,2ci mikrorayon,2,54,1,5,132500
nesimi,4cu mikrorayon,2,46,6,9,110000
nesimi,1ci mikrorayon,2,67,8,9,204000
nesimi,3cu mikrorayon,2,62,10,17,186500
nesimi,kubinka,2,83,17,24,311000
nesimi,kubinka,5,186,2,24,707000
nesimi,kubinka,2,73,18,24,363500
nesimi,2ci mikrorayon,2,49,1,5,142500
nesimi,4cu mikrorayon,2,67,2,5,217500
nesimi,3cu mikrorayon,3,131,3,5,377500
nesimi,3cu mikrorayon,2,57,3,5,185500
nesimi,kubinka,4,116,2,5,390500
nesimi,1ci mikrorayon,3,97,3,5,268500
nesimi,4cu mikrorayon,2,73,4,5,185000
nesimi,1ci mikrorayon,2,50,3,5,158500
nesimi,2ci mikrorayon,2,64,2,5,183500
nesimi,5ci mikrorayon,3,95,1,5,341000
nesimi,1ci mikrorayon,4,116,2,5,360000
nesimi,5ci mikrorayon,2,46,11,16,147000
nesimi,5ci mikrorayon,2,51,12,17,126500
nesimi,3cu mikrorayon,2,44,8,16,141000
nesimi,3cu mikrorayon,3,116,5,18,390000
nesimi,3cu mikrorayon,1,32,2,5,110000
nesimi,5ci mikrorayon,3,111,1,5,311000
nesimi,1ci mikrorayon,1,41,5,5,105000
nesimi,2ci mikrorayon,3,68,12,19,181000
nesimi,kubinka,2,72,3,5,172000
nesimi,5ci mikrorayon,1,32,11,18,110000
nesimi,4cu mikrorayon,2,45,1,5,114500
nesimi,kubinka,4,124,16,17,484500
nesimi,2ci mikrorayon,2,75,8,9,184500
nesimi,5ci mikrorayon,2,75,3,5,212500
nesimi,5ci mikrorayon,2,57,4,17,153500
nesimi,1ci mikrorayon,2,70,3,9,214500
nesimi,kubinka,4,160,2,5,768000
nesimi,kubinka,3,71,4,16,285500
nesimi,2ci mikrorayon,3,69,5,5,183500
nesimi,5ci mikrorayon,2,45,5,5,178500
nesimi,5ci mikrorayon,2,52,5,5,130000
nesimi,5ci mikrorayon,1,40,2,17,153500
nesimi,4cu mikrorayon,4,108,4,5,340000
nesimi,kubinka,3,90,7,17,379500
nesimi,2ci mikrorayon,3,102,2,5,343000
nesimi,2ci mikrorayon,3,81,1,9,245500
nesimi,4cu mikrorayon,3,60,4,16,147000
nesimi,1ci mikrorayon,4,123,4,5,360000
nesimi,3cu mikrorayon,1,30,4,5,110000
nesimi,5ci mikrorayon,2,48,2,5,174500
nesimi,2ci mikrorayon,3,101,6,9,276500
nesimi,kubinka,2,60,10,16,330000
nesimi,3cu mikrorayon,4,139,3,5,390000
nesimi,2ci mikrorayon,1,42,6,9,115000
nesimi,1ci mikrorayon,2,65,8,16,214000
nesimi,kubinka,3,89,12,16,476000
nesimi,2ci mikrorayon,2,75,5,19,283000
nesimi,4cu mikrorayon,1,31,4,5,110000
nesimi,kubinka,3,109,11,17,402500
nesimi,2ci mikrorayon,4,91,3,5,276000
nesimi,kubinka,4,157,2,17,531000
nesimi,4cu mikrorayon,4,109,1,5,340000
nesimi,3cu mikrorayon,2,69,2,5,274000
nesimi,kubinka,3,76,1,17,236500
nesimi,5ci mikrorayon,1,42,4,5,118000
nesimi,1ci mikrorayon,2,50,2,5,172000
nesimi,2ci mikrorayon,2,74,16,16,215500
nesimi,3cu mikrorayon,2,67,17,17,218000
nesimi,1ci mikrorayon,3,135,2,5,335000
nesimi,kubinka,2,62,15,17,201500
nesimi,5ci mikrorayon,4,106,10,18,410000
nesimi,4cu mikrorayon,3,98,2,5,340000
nesimi,4cu mikrorayon,4,99,14,17,267500
nesimi,4cu mikrorayon,1,35,7,9,110000
nesimi,3cu mikrorayon,2,52,2,5,184500
nesimi,kubinka,2,81,22,24,346000
nesimi,2ci mikrorayon,3,83,2,5,285500
nesimi,5ci mikrorayon,2,54,5,17,180000
nesimi,3cu mikrorayon,2,62,2,5,166500
nesimi,1ci mikrorayon,3,120,8,16,360000
nesimi,1ci mikrorayon,2,50,2,5,137000
nesimi,kubinka,3,160,8,9,692500
nesimi,kubinka,3,127,6,24,564500
nesimi,kubinka,3,142,5,17,567500
nesimi,3cu mikrorayon,1,31,4,5,110000
nesimi,2ci mikrorayon,2,54,4,16,145500
nesimi,1ci mikrorayon,2,62,4,5,145000
nesimi,4cu mikrorayon,2,55,5,5,113500
nesimi,5ci mikrorayon,2,45,1,5,123000
nesimi,3cu mikrorayon,3,112,3,5,307500
nesimi,1ci mikrorayon,3,71,2,9,219000
nesimi,kubinka,4,175,2,16,780000
nesimi,kubinka,3,86,11,16,341000
nesimi,1ci mikrorayon,1,33,14,16,105000
nesimi,1ci mikrorayon,2,62,5,5,191500
nesimi,4cu mikrorayon,2,75,1,5,218500
nesimi,2ci mikrorayon,3,97,12,16,308000
nesimi,5ci mikrorayon,3,88,14,18,313000
nesimi,5ci mikrorayon,4,145,1,5,377000
nesimi,1ci mikrorayon,2,49,3,5,163500
nesimi,3cu mikrorayon,3,115,16,17,322000
nesimi,3cu mikrorayon,2,63,15,17,202000
nesimi,2ci mikrorayon,1,42,3,5,143500
nesimi,kubinka,3,156,9,9,578500
nesimi,4cu mikrorayon,2,51,2,5,164000
nesimi,5ci mikrorayon,2,75,12,17,228000
nesimi,5ci mikrorayon,3,133,4,17,372000
nesimi,3cu mikrorayon,3,78,6,17,273000
nesimi,4cu mikrorayon,3,98,2,9,303000
nesimi,3cu mikrorayon,4,101,1,5,332500
nesimi,2ci mikrorayon,2,67,1,5,158500
nesimi,1ci mikrorayon,2,63,2,5,172500
nesimi,kubinka,4,150,2,5,732000
nesimi,1ci mikrorayon,2,60,4,18,139500
nesimi,4cu mikrorayon,4,117,3,5,326000
nesimi,3cu mikrorayon,3,96,1,5,207000
nesimi,kubinka,4,118,13,24,435000
nesimi,kubinka,3,79,24,24,303000
nesimi,2ci mikrorayon,4,133,8,16,380000
nesimi,kubinka,2,55,5,5,201000
nesimi,4cu mikrorayon,2,55,1,5,171500
nesimi,kubinka,5,190,6,18,780000
nesimi,3cu mikrorayon,3,109,8,17,347000
nesimi,kubinka,3,136,7,16,597500
nesimi,3cu mikrorayon,2,53,3,5,139500
nesimi,5ci mikrorayon,3,97,12,17,287000
nesimi,2ci mikrorayon,2,67,3,5,138500
nesimi,1ci mikrorayon,3,82,1,16,264500
nesimi,4cu mikrorayon,3,97,4,5,313500
nesimi,kubinka,4,147,3,18,589000
nesimi,4cu mikrorayon,4,100,5,5,340000
nesimi,3cu mikrorayon,2,63,1,5,216500
nesimi,1ci mikrorayon,2,66,2,5,210500
nesimi,kubinka,3,95,16,24,401000
nesimi,kubinka,3,119,16,16,404500
nesimi,2ci mikrorayon,3,95,17,17,283500
nesimi,5ci mikrorayon,2,68,2,5,161500
nesimi,4cu mikrorayon,2,53,5,5,127500
nesimi,3cu mikrorayon,1,44,1,5,127500
nesimi,4cu mikrorayon,4,112,3,5,286500
nesimi,1ci mikrorayon,3,98,4,5,249500
nesimi,5ci mikrorayon,4,107,3,5,361500
nesimi,1ci mikrorayon,2,56,16,17,167000
nesimi,1ci mikrorayon,4,142,4,5,360000
nesimi,kubinka,4,143,24,24,492000
nesimi,2ci mikrorayon,2,65,3,5,215500
nesimi,3cu mikrorayon,3,130,1,5,373000
nesimi,kubinka,3,95,7,18,419000
nesimi,2ci mikrorayon,3,67,16,19,212500
nesimi,2ci mikrorayon,3,65,9,16,236500
nesimi,2ci mikrorayon,2,51,3,17,182000
nesimi,kubinka,4,138,3,5,606000
nesimi,kubinka,2,65,6,24,314000
nesimi,5ci mikrorayon,2,72,4,17,251000
nesimi,2ci mikrorayon,3,92,3,5,311000
nesimi,3cu mikrorayon,4,148,10,16,390000
nesimi,1ci mikrorayon,2,62,16,17,216500
nesimi,kubinka,3,80,16,16,251000
nesimi,4cu mikrorayon,3,97,3,9,302000
nesimi,4cu mikrorayon,1,36,5,5,110000
nesimi,kubinka,3,137,7,16,576000
nesimi,5ci mikrorayon,3,119,4,5,410000
nesimi,1ci mikrorayon,2,45,3,5,163500
nesimi,1ci mikrorayon,2,47,1,16,153500
nesimi,kubinka,2,84,16,16,294500
nesimi,4cu mikrorayon,2,49,1,9,142000
nesimi,4cu mikrorayon,2,65,6,17,195000
nesimi,4cu mikrorayon,3,99,5,5,221500
nesimi,3cu mikrorayon,2,47,5,5,114500
nesimi,3cu mikrorayon,3,113,4,5,321500
nesimi,kubinka,3,131,3,5,521500
nesimi,5ci mikrorayon,1,44,2,5,125500
nesimi,5ci mikrorayon,3,118,4,5,410000
nesimi,2ci mikrorayon,3,68,17,19,260000
nesimi,4cu mikrorayon,1,42,3,5,110000
nesimi,kubinka,4,176,9,16,780000
nesimi,3cu mikrorayon,3,80,2,5,275000
nesimi,kubinka,4,157,3,18,552000
nesimi,2ci mikrorayon,3,89,4,5,249500
nesimi,3cu mikrorayon,1,38,1,9,110000
nesimi,3cu mikrorayon,2,51,5,5,140000
nesimi,3cu mikrorayon,2,48,2,17,135000
nesimi,5ci mikrorayon,2,58,4,5,195000
nesimi,1ci mikrorayon,3,116,2,5,299500
nesimi,1ci mikrorayon,1,39,3,5,117000
nesimi,1ci mikrorayon,3,87,4,9,282500
nesimi,kubinka,3,75,11,24,343500
nesimi,kubinka,3,131,12,16,483500
nesimi,kubinka,2,61,6,17,170000
nesimi,1ci mikrorayon,2,45,1,5,135500
nesimi,1ci mikrorayon,3,108,3,5,350500
nesimi,3cu mikrorayon,3,78,5,5,262000
nesimi,4cu mikrorayon,3,66,2,9,232000
nesimi,4cu mikrorayon,3,75,4,17,208000
nesimi,5ci mikrorayon,3,90,6,9,351000
nesimi,1ci mikrorayon,2,49,7,16,147500
nesimi,4cu mikrorayon,3,61,14,17,183500
nesimi,3cu mikrorayon,2,48,4,9,189000
nesimi,kubinka,4,172,3,9,780000
nesimi,3cu mikrorayon,3,86,1,17,283000
nesimi,1ci mikrorayon,2,59,5,5,162000
nesimi,4cu mikrorayon,2,61,2,5,162000
nesimi,5ci mikrorayon,3,122,4,5,410000
nesimi,kubinka,3,110,1,18,335000
nesimi,kubinka,2,68,12,18,325500
nesimi,5ci mikrorayon,2,47,9,9,175000
nesimi,1ci mikrorayon,3,120,3,5,345500
nesimi,1ci mikrorayon,3,73,3,16,228000
nesimi,1ci mikrorayon,2,49,7,9,144000
nesimi,kubinka,3,106,13,16,435000
nesimi,5ci mikrorayon,4,108,4,5,410000
nesimi,3cu mikrorayon,3,70,5,5,257000
nesimi,3cu mikrorayon,4,118,2,5,390000
nesimi,2ci mikrorayon,3,98,4,5,263500
nesimi,3cu mikrorayon,2,58,3,5,192000
nesimi,2ci mikrorayon,1,31,3,5,115000
nesimi,kubinka,3,115,5,5,497500
nesimi,3cu mikrorayon,1,34,8,17,111500
nesimi,kubinka,3,135,2,5,563000
nesimi,5ci mikrorayon,3,120,4,5,394500
nesimi,kubinka,3,75,5,5,193000
nesimi,5ci mikrorayon,1,39,1,17,110000
nesimi,2ci mikrorayon,2,48,5,9,170000
nesimi,3cu mikrorayon,1,32,5,9,110000
nesimi,4cu mikrorayon,4,98,3,5,283500
nesimi,kubinka,3,138,13,18,535500
nesimi,kubinka,3,153,15,18,459000
nesimi,2ci mikrorayon,2,47,2,5,136000
nesimi,1ci mikrorayon,2,46,1,9,119500
nesimi,4cu mikrorayon,1,33,7,9,118000
nesimi,kubinka,2,72,14,17,311500
nesimi,5ci mikrorayon,3,112,3,5,360000
nesimi,3cu mikrorayon,4,146,1,5,390000
nesimi,kubinka,2,83,8,17,368500
nesimi,1ci mikrorayon,2,67,12,18,190500
nesimi,2ci mikrorayon,2,48,9,17,118500
nesimi,2ci mikrorayon,2,66,1,5,166500
nesimi,kubinka,3,117,15,17,454000
nesimi,4cu mikrorayon,3,83,5,5,233500
nesimi,2ci mikrorayon,2,63,3,9,191000
nesimi,3cu mikrorayon,3,116,6,16,379000
nesimi,5ci mikrorayon,2,62,3,5,235000
nesimi,4cu mikrorayon,4,95,5,5,336000
nesimi,4cu mikrorayon,2,53,9,16,119500
nesimi,kubinka,3,82,18,24,267500
nesimi,2ci mikrorayon,2,53,16,17,131000
nesimi,kubinka,2,58,8,17,203500
nesimi,4cu mikrorayon,4,119,9,9,318500
nesimi,5ci mikrorayon,3,106,12,18,294500
nesimi,kubinka,3,131,19,24,370500
nesimi,5ci mikrorayon,2,75,14,18,204500
nesimi,4cu mikrorayon,3,69,5,5,163500
nesimi,5ci mikrorayon,3,140,4,5,410000
nesimi,5ci mikrorayon,3,90,5,5,207000
nesimi,5ci mikrorayon,3,81,4,18,288500
nesimi,3cu mikrorayon,3,117,2,17,364500
nesimi,kubinka,4,113,15,18,405000
nesimi,3cu mikrorayon,3,110,5,17,331500
nesimi,3cu mikrorayon,2,53,1,9,171000
nesimi,3cu mikrorayon,3,120,1,5,306500
nesimi,1ci mikrorayon,3,131,2,5,360000
nesimi,1ci mikrorayon,3,99,9,9,302000
nesimi,3cu mikrorayon,1,43,14,16,136000
nesimi,5ci mikrorayon,1,35,6,18,110000
nesimi,3cu mikrorayon,4,117,2,5,390000
nesimi,4cu mikrorayon,2,63,3,9,218000
nesimi,2ci mikrorayon,3,101,3,5,368000
nesimi,1ci mikrorayon,1,28,5,9,105000
nesimi,2ci mikrorayon,4,104,3,16,283000
nesimi,3cu mikrorayon,2,63,10,17,219500
nesimi,kubinka,3,79,7,16,239000
nesimi,2ci mikrorayon,2,75,3,5,240000
nesimi,3cu mikrorayon,2,59,2,5,202500
nesimi,1ci mikrorayon,2,72,5,9,164500
nesimi,2ci mikrorayon,3,83,2,5,312000
nesimi,5ci mikrorayon,2,72,3,18,170000
nesimi,2ci mikrorayon,2,58,8,16,200500
nesimi,kubinka,3,109,5,16,364000
nesimi,3cu mikrorayon,4,123,11,17,338500
nesimi,2ci mikrorayon,4,94,3,5,319500
nesimi,3cu mikrorayon,3,93,1,5,338000
nesimi,kubinka,2,83,3,5,312000
nesimi,3cu mikrorayon,2,58,5,5,181000
nesimi,4cu mikrorayon,4,109,5,9,340000
nesimi,3cu mikrorayon,3,128,4,5,347000
nesimi,1ci mikrorayon,4,143,5,5,360000
nesimi,1ci mikrorayon,3,138,1,5,360000
nesimi,5ci mikrorayon,2,51,3,5,202000
nesimi,kubinka,3,142,3,5,735000
nesimi,1ci mikrorayon,2,62,1,5,162500
nesimi,1ci mikrorayon,2,73,5,5,244000
nesimi,2ci mikrorayon,3,74,2,9,254000
nesimi,2ci mikrorayon,2,51,1,5,173500
nesimi,3cu mikrorayon,4,138,6,9,390000
nesimi,kubinka,5,155,3,5,780000
nesimi,5ci mikrorayon,2,66,3,5,241500
nesimi,3cu mikrorayon,2,57,1,5,140000
nesimi,3cu mikrorayon,3,81,2,5,260500
nesimi,3cu mikrorayon,3,126,1,5,360000
nesimi,2ci mikrorayon,3,68,4,5,216500
nesimi,5ci mikrorayon,2,75,1,5,207500
nesimi,1ci mikrorayon,2,65,8,9,168000
nesimi,kubinka,4,158,4,18,780000
nesimi,2ci mikrorayon,3,104,1,5,270500
nesimi,kubinka,3,87,20,24,350500
nesimi,kubinka,2,67,4,5,377500
nesimi,3cu mikrorayon,2,60,4,5,203500
nesimi,4cu mikrorayon,2,60,2,16,144000
nesimi,3cu mikrorayon,3,98,3,5,263000
nesimi,2ci mikrorayon,2,56,10,16,189000
nesimi,5ci mikrorayon,3,118,7,9,358500
nesimi,kubinka,3,125,1,17,538000
nesimi,2ci mikrorayon,3,63,3,16,163500
nesimi,1ci mikrorayon,2,49,3,9,142500
nesimi,3cu mikrorayon,2,52,3,5,139500
nesimi,kubinka,3,98,12,16,383000
nesimi,5ci mikrorayon,2,70,5,5,249000
nizami,8ci kilometr,2,36,8,14,119000
nizami,8ci kilometr,1,28,1,16,88000
nizami,8ci kilometr,2,57,16,16,161000
nizami,8ci kilometr,2,71,5,5,204500
nizami,8ci kilometr,2,52,9,9,146000
nizami,8ci kilometr,3,135,11,14,320000
nizami,8ci kilometr,1,20,5,5,67500
nizami,8ci kilometr,2,46,12,14,150500
nizami,8ci kilometr,1,35,3,5,85000
nizami,8ci kilometr,3,68,3,5,194000
nizami,8ci kilometr,1,38,16,16,103000
nizami,8ci kilometr,2,58,3,14,161000
nizami,8ci kilometr,3,113,5,5,319500
nizami,8ci kilometr,2,58,2,5,194000
nizami,8ci kilometr,2,72,3,5,210000
nizami,8ci kilometr,2,46,2,5,152000
nizami,8ci kilometr,3,67,13,16,188500
nizami,8ci kilometr,3,65,3,5,187500
nizami,8ci kilometr,2,60,16,18,210000
nizami,8ci kilometr,2,35,1,5,109500
nizami,8ci kilometr,2,54,3,16,158500
nizami,8ci kilometr,3,137,4,5,320000
nizami,8ci kilometr,2,46,4,5,115500
nizami,8ci kilometr,2,44,6,16,127500
nizami,8ci kilometr,3,138,1,5,320000
nizami,8ci kilometr,3,102,3,14,256000
nizami,8ci kilometr,2,60,3,18,200000
nizami,8ci kilometr,2,49,1,5,123500
nizami,8ci kilometr,2,52,13,18,162000
nizami,8ci kilometr,2,61,4,5,177000
nizami,8ci kilometr,2,63,5,5,166500
nizami,8ci kilometr,2,67,3,5,173000
nizami,8ci kilometr,3,70,8,16,201500
nizami,8ci kilometr,2,38,4,9,124000
nizami,8ci kilometr,2,56,3,5,175000
nizami,8ci kilometr,3,100,6,18,306500
nizami,8ci kilometr,1,23,17,19,60000
nizami,8ci kilometr,2,49,2,5,116000
nizami,8ci kilometr,3,84,18,18,209500
nizami,8ci kilometr,3,84,5,14,277500
nizami,8ci kilometr,3,104,14,18,320000
nizami,8ci kilometr,2,59,4,18,170000
nizami,8ci kilometr,3,98,12,14,286000
nizami,8ci kilometr,3,67,2,5,224500
nizami,8ci kilometr,2,75,3,5,210000
nizami,8ci kilometr,2,49,4,5,153500
nizami,8ci kilometr,3,77,14,16,217500
nizami,8ci kilometr,2,78,3,5,210000
nizami,8ci kilometr,2,36,4,9,136500
nizami,8ci kilometr,3,138,5,16,320000
nizami,8ci kilometr,2,38,4,9,139000
nizami,8ci kilometr,2,77,16,16,184500
nizami,8ci kilometr,3,130,2,5,316500
nizami,8ci kilometr,3,109,4,19,287500
nizami,8ci kilometr,3,128,2,5,320000
nizami,8ci kilometr,3,123,4,5,320000
nizami,8ci kilometr,3,82,6,16,191000
nizami,8ci kilometr,3,91,4,5,272500
nizami,8ci kilometr,3,131,5,5,320000
nizami,8ci kilometr,3,69,3,14,203500
nizami,8ci kilometr,2,53,12,14,144000
nizami,8ci kilometr,1,20,3,5,71000
nizami,8ci kilometr,2,64,5,5,159500
nizami,8ci kilometr,2,55,17,18,162500
nizami,8ci kilometr,2,35,9,16,102000
nizami,8ci kilometr,2,43,1,5,101000
nizami,8ci kilometr,2,69,5,5,210000
nizami,8ci kilometr,2,37,6,9,112500
nizami,8ci kilometr,2,59,15,16,203000
nizami,8ci kilometr,2,55,5,5,157000
nizami,8ci kilometr,2,67,1,9,174500
nizami,8ci kilometr,2,76,5,5,205500
nizami,8ci kilometr,2,45,10,19,121500
nizami,8ci kilometr,2,54,1,5,153500
nizami,8ci kilometr,3,84,13,18,207000
nizami,8ci kilometr,2,70,3,5,210000
nizami,8ci kilometr,3,79,8,14,265000
nizami,8ci kilometr,2,78,1,5,197500
nizami,8ci kilometr,2,36,10,14,95000
nizami,8ci kilometr,2,59,7,18,188000
nizami,8ci kilometr,2,38,9,16,104500
nizami,8ci kilometr,2,76,1,9,210000
nizami,8ci kilometr,2,39,5,5,112000
nizami,8ci kilometr,2,53,1,5,135000
nizami,8ci kilometr,2,61,2,5,144500
nizami,8ci kilometr,3,87,5,5,285500
nizami,8ci kilometr,2,63,13,16,183000
nizami,8ci kilometr,2,56,2,5,177000
nizami,8ci kilometr,3,103,1,9,306000
nizami,8ci kilometr,2,76,5,5,210000
nizami,8ci kilometr,2,48,4,5,126000
